Date,Open,High,Low,Close,Adj Close,Volumn
7-Dec-17,2628.38,2640.99,2626.53,2636.98,2636.98,3297060000
8-Dec-17,2646.21,2651.65,2644.1,2651.5,2651.5,3126750000
11-Dec-17,2652.19,2660.33,2651.47,2659.99,2659.99,3141480000
12-Dec-17,2661.73,2669.72,2659.78,2664.11,2664.11,3568910000
13-Dec-17,2667.59,2671.88,2662.85,2662.85,2662.85,3568360000
14-Dec-17,2665.87,2668.09,2652.01,2652.01,2652.01,3442760000
15-Dec-17,2660.63,2679.63,2659.14,2675.81,2675.81,5736910000
18-Dec-17,2685.92,2694.97,2685.92,2690.16,2690.16,3727770000
19-Dec-17,2692.71,2694.44,2680.74,2681.47,2681.47,3407680000
20-Dec-17,2688.18,2691.01,2676.11,2679.25,2679.25,3246230000
21-Dec-17,2683.02,2692.64,2682.4,2684.57,2684.57,3293130000
22-Dec-17,2684.22,2685.35,2678.13,2683.34,2683.34,2401030000
26-Dec-17,2679.09,2682.74,2677.96,2680.5,2680.5,1970660000
27-Dec-17,2682.1,2685.64,2678.91,2682.62,2682.62,2202900000
28-Dec-17,2686.1,2687.66,2682.69,2687.54,2687.54,2174890000
29-Dec-17,2689.15,2692.12,2673.61,2673.61,2673.61,2447760000
2-Jan-18,2683.73,2695.89,2682.36,2695.81,2695.81,3397430000
3-Jan-18,2697.85,2714.37,2697.77,2713.06,2713.06,3544030000
4-Jan-18,2719.31,2729.29,2719.07,2723.99,2723.99,3697340000
5-Jan-18,2731.33,2743.45,2727.92,2743.15,2743.15,3239280000
8-Jan-18,2742.67,2748.51,2737.6,2747.71,2747.71,3246160000
9-Jan-18,2751.15,2759.14,2747.86,2751.29,2751.29,3467460000
10-Jan-18,2745.55,2750.8,2736.06,2748.23,2748.23,3579900000
11-Jan-18,2752.97,2767.56,2752.78,2767.56,2767.56,3645690000
12-Jan-18,2770.18,2787.85,2769.64,2786.24,2786.24,3587220000
16-Jan-18,2798.96,2807.54,2768.64,2776.42,2776.42,4362880000
17-Jan-18,2784.99,2807.04,2778.38,2802.56,2802.56,3790340000
18-Jan-18,2802.4,2805.83,2792.56,2798.03,2798.03,3703300000
19-Jan-18,2802.6,2810.33,2798.08,2810.3,2810.3,3724230000
22-Jan-18,2809.16,2833.03,2808.12,2832.97,2832.97,3489480000
23-Jan-18,2835.05,2842.24,2830.59,2839.13,2839.13,3541140000
24-Jan-18,2845.42,2852.97,2824.81,2837.54,2837.54,4079270000
25-Jan-18,2846.24,2848.56,2830.94,2839.25,2839.25,3873100000
26-Jan-18,2847.48,2872.87,2846.18,2872.87,2872.87,3474680000
29-Jan-18,2867.23,2870.62,2851.48,2853.53,2853.53,3587420000
30-Jan-18,2832.74,2837.75,2818.27,2822.43,2822.43,4012070000
31-Jan-18,2832.41,2839.26,2813.04,2823.81,2823.81,4276270000
1-Feb-18,2816.45,2835.96,2812.7,2821.98,2821.98,3977380000
2-Feb-18,2808.92,2808.92,2759.97,2762.13,2762.13,4340220000
5-Feb-18,2741.06,2763.39,2638.17,2648.94,2648.94,5310840000
6-Feb-18,2614.78,2701.04,2593.07,2695.14,2695.14,5917350000
7-Feb-18,2690.95,2727.67,2681.33,2681.66,2681.66,4646300000
8-Feb-18,2685.01,2685.27,2580.56,2581,2581,5333840000
9-Feb-18,2601.78,2638.67,2532.69,2619.55,2619.55,5690110000
12-Feb-18,2636.75,2672.61,2622.45,2656,2656,4069220000
13-Feb-18,2646.27,2668.84,2637.08,2662.94,2662.94,3503540000
14-Feb-18,2651.21,2702.1,2648.87,2698.63,2698.63,4011940000
15-Feb-18,2713.46,2731.51,2689.82,2731.2,2731.2,3696140000
16-Feb-18,2727.14,2754.42,2725.11,2732.22,2732.22,3646920000
20-Feb-18,2722.99,2737.6,2706.76,2716.26,2716.26,3646920000
21-Feb-18,2720.53,2747.75,2701.29,2701.33,2701.33,3789040000
22-Feb-18,2710.42,2731.26,2697.77,2703.96,2703.96,3720620000
23-Feb-18,2715.8,2747.76,2713.74,2747.3,2747.3,3200360000
26-Feb-18,2757.37,2780.64,2753.78,2779.6,2779.6,3436590000
27-Feb-18,2780.45,2789.15,2744.22,2744.28,2744.28,3752070000
28-Feb-18,2753.78,2761.52,2713.54,2713.83,2713.83,4244570000
1-Mar-18,2715.22,2730.89,2659.65,2677.67,2677.67,4514490000
2-Mar-18,2658.89,2696.25,2647.32,2691.25,2691.25,3891250000
5-Mar-18,2681.06,2728.09,2675.75,2720.94,2720.94,3733640000
6-Mar-18,2730.18,2732.08,2711.26,2728.12,2728.12,3389030000
7-Mar-18,2710.18,2730.6,2701.74,2726.8,2726.8,3406690000
8-Mar-18,2732.75,2740.45,2722.65,2738.97,2738.97,3206040000
9-Mar-18,2752.91,2786.57,2751.54,2786.57,2786.57,3376870000
12-Mar-18,2790.54,2796.98,2779.26,2783.02,2783.02,3216960000
13-Mar-18,2792.31,2801.9,2758.68,2765.31,2765.31,3324290000
14-Mar-18,2774.06,2777.11,2744.38,2749.48,2749.48,3394630000
15-Mar-18,2754.27,2763.03,2741.47,2747.33,2747.33,3543710000
16-Mar-18,2750.57,2761.85,2749.97,2752.01,2752.01,5429140000
19-Mar-18,2741.38,2741.38,2694.59,2712.92,2712.92,3327460000
20-Mar-18,2715.05,2724.22,2710.05,2716.94,2716.94,3272590000
21-Mar-18,2714.99,2739.14,2709.79,2711.93,2711.93,3434780000
22-Mar-18,2691.36,2695.68,2641.59,2643.69,2643.69,3765460000
23-Mar-18,2646.71,2657.67,2585.89,2588.26,2588.26,3829380000
26-Mar-18,2619.35,2661.36,2601.81,2658.55,2658.55,3538080000
27-Mar-18,2667.57,2674.78,2596.12,2612.62,2612.62,3761320000
28-Mar-18,2611.3,2632.65,2593.06,2605,2605,3875720000
29-Mar-18,2614.41,2659.07,2609.72,2640.87,2640.87,3572360000
2-Apr-18,2633.45,2638.3,2553.8,2581.88,2581.88,3635780000
3-Apr-18,2592.17,2619.14,2575.49,2614.45,2614.45,3395840000
4-Apr-18,2584.04,2649.86,2573.61,2644.69,2644.69,3369230000
5-Apr-18,2657.36,2672.08,2649.58,2662.84,2662.84,3230430000
6-Apr-18,2645.82,2656.88,2586.27,2604.47,2604.47,3312390000
9-Apr-18,2617.18,2653.55,2610.79,2613.16,2613.16,3076140000
10-Apr-18,2638.41,2665.45,2635.78,2656.87,2656.87,3579130000
11-Apr-18,2643.89,2661.43,2639.25,2642.19,2642.19,3054520000
12-Apr-18,2653.83,2674.72,2653.83,2663.99,2663.99,3045330000
13-Apr-18,2676.9,2680.26,2645.05,2656.3,2656.3,2988540000
16-Apr-18,2670.1,2686.49,2665.16,2677.84,2677.84,3020740000
17-Apr-18,2692.74,2713.34,2692.05,2706.39,2706.39,3286190000
18-Apr-18,2710.11,2717.49,2703.63,2708.64,2708.64,3412030000
19-Apr-18,2701.16,2702.84,2681.9,2693.13,2693.13,3375120000
20-Apr-18,2692.56,2693.94,2660.61,2670.14,2670.14,3428260000
23-Apr-18,2675.4,2682.86,2657.99,2670.29,2670.29,3030390000
24-Apr-18,2680.8,2683.55,2617.32,2634.56,2634.56,3716020000
25-Apr-18,2634.92,2645.3,2612.67,2639.4,2639.4,3563680000
26-Apr-18,2651.65,2676.48,2647.16,2666.94,2666.94,3690920000
27-Apr-18,2675.47,2677.35,2659.01,2669.91,2669.91,3234510000
30-Apr-18,2682.51,2682.87,2648.04,2648.05,2648.05,3749510000
1-May-18,2642.96,2655.27,2625.41,2654.8,2654.8,3562820000
2-May-18,2654.24,2660.87,2631.7,2635.67,2635.67,4047020000
3-May-18,2628.08,2637.14,2594.62,2629.73,2629.73,3867530000
4-May-18,2621.45,2670.93,2615.32,2663.42,2663.42,3335260000
7-May-18,2680.34,2683.35,2664.7,2672.63,2672.63,3266810000
8-May-18,2670.26,2676.34,2655.2,2671.92,2671.92,3745100000
9-May-18,2678.12,2701.27,2674.14,2697.79,2697.79,3913650000
10-May-18,2705.02,2726.11,2704.54,2723.07,2723.07,3380640000
11-May-18,2722.7,2732.86,2717.45,2727.72,2727.72,2874850000
14-May-18,2738.47,2742.1,2725.47,2730.13,2730.13,2994360000
15-May-18,2718.59,2718.59,2701.91,2711.45,2711.45,3291190000
16-May-18,2712.62,2727.76,2712.17,2722.46,2722.46,3248480000
17-May-18,2719.71,2731.96,2711.36,2720.13,2720.13,3478150000
18-May-18,2717.35,2719.5,2709.18,2712.97,2712.97,3383270000
21-May-18,2735.39,2739.19,2725.7,2733.01,2733.01,3053480000
22-May-18,2738.34,2742.24,2721.88,2724.44,2724.44,3384140000
23-May-18,2713.98,2733.33,2709.54,2733.29,2733.29,3333160000
24-May-18,2730.94,2731.97,2707.38,2727.76,2727.76,3285750000
25-May-18,2723.6,2727.36,2714.99,2721.33,2721.33,3015260000
29-May-18,2705.11,2710.67,2676.81,2689.86,2689.86,3743310000
30-May-18,2702.43,2729.34,2702.43,2724.01,2724.01,3566490000
31-May-18,2720.98,2722.5,2700.68,2705.27,2705.27,4241100000
1-Jun-18,2718.7,2736.93,2718.7,2734.62,2734.62,3694310000
4-Jun-18,2741.67,2749.16,2740.54,2746.87,2746.87,3410090000
5-Jun-18,2748.46,2752.61,2739.51,2748.8,2748.8,3523550000
6-Jun-18,2753.25,2772.39,2748.46,2772.35,2772.35,3662780000
7-Jun-18,2774.84,2779.9,2760.16,2770.37,2770.37,3742080000
8-Jun-18,2765.84,2779.39,2763.59,2779.03,2779.03,3138850000
11-Jun-18,2780.18,2790.21,2780.17,2782,2782,3262130000
12-Jun-18,2785.6,2789.8,2778.78,2786.85,2786.85,3435700000
13-Jun-18,2787.94,2791.47,2774.65,2775.63,2775.63,3820770000
14-Jun-18,2783.21,2789.06,2776.52,2782.49,2782.49,3540930000
15-Jun-18,2777.78,2782.81,2761.73,2779.66,2779.66,5451990000
18-Jun-18,2765.79,2774.99,2757.12,2773.75,2773.75,3316120000
19-Jun-18,2752.01,2765.05,2743.19,2762.59,2762.59,3671160000
20-Jun-18,2769.73,2774.86,2763.91,2767.32,2767.32,3332140000
21-Jun-18,2769.28,2769.28,2744.39,2749.76,2749.76,3336580000
22-Jun-18,2760.79,2764.17,2752.68,2754.88,2754.88,5468110000
25-Jun-18,2742.94,2742.94,2698.67,2717.07,2717.07,3663280000
26-Jun-18,2722.12,2732.91,2715.6,2723.06,2723.06,3568900000
27-Jun-18,2728.45,2746.09,2699.38,2699.63,2699.63,3803990000
28-Jun-18,2698.69,2724.34,2691.99,2716.31,2716.31,3461100000
29-Jun-18,2727.13,2743.26,2718.03,2718.37,2718.37,3586800000
2-Jul-18,2704.95,2727.26,2698.95,2726.71,2726.71,3095040000
3-Jul-18,2733.27,2736.58,2711.16,2713.22,2713.22,1911460000
5-Jul-18,2724.19,2737.83,2716.02,2736.61,2736.61,2980160000
6-Jul-18,2737.68,2764.41,2733.52,2759.82,2759.82,2590250000
9-Jul-18,2775.62,2784.65,2770.73,2784.17,2784.17,3070060000
10-Jul-18,2788.56,2795.58,2786.24,2793.84,2793.84,3080140000
11-Jul-18,2779.82,2785.91,2770.77,2774.02,2774.02,2986180000
12-Jul-18,2783.14,2799.22,2781.53,2798.29,2798.29,2834230000
13-Jul-18,2796.93,2804.53,2791.69,2801.31,2801.31,2619790000
16-Jul-18,2797.36,2801.19,2793.39,2798.43,2798.43,2819860000
17-Jul-18,2789.34,2814.19,2789.24,2809.55,2809.55,3064920000
18-Jul-18,2811.35,2816.76,2805.89,2815.62,2815.62,3111560000
19-Jul-18,2809.37,2812.05,2799.77,2804.49,2804.49,3278360000
20-Jul-18,2804.55,2809.7,2800.01,2801.83,2801.83,3243250000
23-Jul-18,2799.17,2808.61,2795.14,2806.98,2806.98,2928490000
24-Jul-18,2820.68,2829.99,2811.12,2820.4,2820.4,3430410000
25-Jul-18,2817.73,2848.03,2817.73,2846.07,2846.07,3584400000
26-Jul-18,2835.49,2845.57,2835.26,2837.44,2837.44,3667290000
27-Jul-18,2842.35,2843.17,2808.34,2818.82,2818.82,3434370000
30-Jul-18,2819,2821.74,2798.11,2802.6,2802.6,3261190000
31-Jul-18,2809.73,2824.46,2808.06,2816.29,2816.29,3906890000
1-Aug-18,2821.17,2825.83,2805.85,2813.36,2813.36,3501350000
2-Aug-18,2800.48,2829.91,2796.34,2827.22,2827.22,3501380000
3-Aug-18,2829.62,2840.38,2827.37,2840.35,2840.35,3043690000
6-Aug-18,2840.29,2853.29,2835.98,2850.4,2850.4,2879020000
7-Aug-18,2855.92,2863.43,2855.92,2858.45,2858.45,3185440000
8-Aug-18,2856.79,2862.44,2853.09,2857.7,2857.7,2978070000
9-Aug-18,2857.19,2862.48,2851.98,2853.58,2853.58,3066180000
10-Aug-18,2838.9,2842.2,2825.81,2833.28,2833.28,3265590000
13-Aug-18,2835.46,2843.4,2819.88,2821.93,2821.93,3173630000
14-Aug-18,2827.88,2843.11,2826.58,2839.96,2839.96,2986500000
15-Aug-18,2827.95,2827.95,2802.49,2818.37,2818.37,3656680000
16-Aug-18,2831.44,2850.49,2831.44,2840.69,2840.69,3232000000
17-Aug-18,2838.32,2855.63,2833.73,2850.13,2850.13,3037640000
20-Aug-18,2853.93,2859.76,2850.62,2857.05,2857.05,2757150000
21-Aug-18,2861.51,2873.23,2861.32,2862.96,2862.96,3174010000
22-Aug-18,2860.99,2867.54,2856.05,2861.82,2861.82,2701250000
23-Aug-18,2860.29,2868.78,2854.03,2856.98,2856.98,2724450000
24-Aug-18,2862.35,2876.16,2862.35,2874.69,2874.69,2603010000
27-Aug-18,2884.69,2898.25,2884.69,2896.74,2896.74,2865070000
28-Aug-18,2901.45,2903.77,2893.5,2897.52,2897.52,2687770000
29-Aug-18,2900.62,2916.5,2898.4,2914.04,2914.04,2805520000
30-Aug-18,2908.94,2912.46,2895.22,2901.13,2901.13,2810450000
31-Aug-18,2898.37,2906.32,2891.73,2901.52,2901.52,2887220000
4-Sep-18,2896.96,2900.18,2885.13,2896.72,2896.72,3087420000
5-Sep-18,2891.59,2894.21,2876.92,2888.6,2888.6,3248780000
6-Sep-18,2888.64,2892.05,2867.29,2878.05,2878.05,3144240000
7-Sep-18,2868.26,2883.81,2864.12,2871.68,2871.68,2976580000
10-Sep-18,2881.39,2886.93,2875.94,2877.13,2877.13,2751100000
11-Sep-18,2871.57,2892.52,2866.78,2887.89,2887.89,2904500000
12-Sep-18,2888.29,2894.65,2879.2,2888.92,2888.92,3341280000
13-Sep-18,2896.85,2906.76,2896.39,2904.18,2904.18,3274090000
14-Sep-18,2906.38,2908.3,2895.77,2904.98,2904.98,3179410000
17-Sep-18,2903.83,2904.65,2886.16,2888.8,2888.8,2967980000
18-Sep-18,2890.74,2911.17,2890.43,2904.31,2904.31,3091190000
19-Sep-18,2906.6,2912.36,2903.82,2907.95,2907.95,3302460000
20-Sep-18,2919.73,2934.8,2919.73,2930.75,2930.75,3406520000
21-Sep-18,2936.76,2940.91,2927.11,2929.67,2929.67,5652470000
24-Sep-18,2921.83,2923.79,2912.63,2919.37,2919.37,3392030000
25-Sep-18,2921.75,2923.95,2913.7,2915.56,2915.56,3330880000
26-Sep-18,2916.98,2931.15,2903.28,2905.97,2905.97,3417540000
27-Sep-18,2911.65,2927.22,2909.27,2914,2914,3101360000
28-Sep-18,2910.03,2920.53,2907.5,2913.98,2913.98,3461680000
1-Oct-18,2926.29,2937.06,2917.91,2924.59,2924.59,3375890000
2-Oct-18,2923.8,2931.42,2919.37,2923.43,2923.43,3432620000
3-Oct-18,2931.69,2939.86,2921.36,2925.51,2925.51,3625510000
4-Oct-18,2919.35,2919.78,2883.92,2901.61,2901.61,3510370000
5-Oct-18,2902.54,2909.64,2869.29,2885.57,2885.57,3340820000
8-Oct-18,2877.53,2889.45,2862.08,2884.43,2884.43,3381820000
9-Oct-18,2882.51,2894.83,2874.27,2880.34,2880.34,3531690000
10-Oct-18,2873.9,2874.02,2784.86,2785.68,2785.68,4554260000
11-Oct-18,2776.87,2795.14,2710.51,2728.37,2728.37,4914090000
12-Oct-18,2770.54,2775.77,2729.44,2767.13,2767.13,4024010000
15-Oct-18,2763.83,2775.99,2749.03,2750.79,2750.79,3327160000
16-Oct-18,2767.05,2813.46,2766.91,2809.92,2809.92,3460260000
17-Oct-18,2811.67,2816.94,2781.81,2809.21,2809.21,3347090000
18-Oct-18,2802,2806.04,2755.18,2768.78,2768.78,3639300000
19-Oct-18,2775.66,2797.77,2760.27,2767.78,2767.78,3593940000
22-Oct-18,2773.94,2778.94,2749.22,2755.88,2755.88,3331270000
23-Oct-18,2721.03,2753.59,2691.43,2740.69,2740.69,4373710000
24-Oct-18,2737.87,2742.59,2651.89,2656.1,2656.1,4738670000
25-Oct-18,2674.88,2722.7,2667.84,2705.57,2705.57,4663930000
26-Oct-18,2667.86,2692.38,2628.16,2658.69,2658.69,4804330000
29-Oct-18,2682.65,2706.85,2603.54,2641.25,2641.25,4701260000
30-Oct-18,2640.68,2685.43,2635.34,2682.63,2682.63,5125600000
31-Oct-18,2705.6,2736.69,2705.6,2711.74,2711.74,5133380000
1-Nov-18,2717.58,2741.67,2708.85,2740.37,2740.37,4730250000
2-Nov-18,2745.45,2756.55,2700.44,2723.06,2723.06,4261230000
5-Nov-18,2726.37,2744.27,2717.94,2738.31,2738.31,3650910000
6-Nov-18,2738.4,2756.82,2737.08,2755.45,2755.45,3543800000
7-Nov-18,2774.13,2815.15,2774.13,2813.89,2813.89,3929080000
8-Nov-18,2806.38,2814.75,2794.99,2806.83,2806.83,3673550000
9-Nov-18,2794.1,2794.1,2764.24,2781.01,2781.01,4029030000
12-Nov-18,2773.93,2775.99,2722,2726.22,2726.22,3701570000
13-Nov-18,2730.05,2754.6,2714.98,2722.18,2722.18,4112820000
14-Nov-18,2737.9,2746.8,2685.75,2701.58,2701.58,4449060000
15-Nov-18,2693.52,2735.38,2670.75,2730.2,2730.2,4204960000
16-Nov-18,2718.54,2746.75,2712.16,2736.27,2736.27,3996970000
19-Nov-18,2730.74,2733.16,2681.09,2690.73,2690.73,3806940000
20-Nov-18,2654.6,2669.44,2631.52,2641.89,2641.89,4370820000
21-Nov-18,2657.74,2670.73,2649.82,2649.93,2649.93,3237400000
23-Nov-18,2633.36,2647.55,2631.09,2632.56,2632.56,1651680000
26-Nov-18,2649.97,2674.35,2649.97,2673.45,2673.45,3523520000
27-Nov-18,2663.75,2682.53,2655.89,2682.17,2682.17,3494380000
28-Nov-18,2691.45,2744,2684.38,2743.79,2743.79,3984540000
29-Nov-18,2736.97,2753.75,2722.94,2737.8,2737.8,3599200000
30-Nov-18,2737.76,2760.88,2732.76,2760.17,2760.17,4668310000
3-Dec-18,2790.5,2800.18,2773.38,2790.37,2790.37,4221580000
4-Dec-18,2782.43,2785.93,2697.18,2700.06,2700.06,4515710000
6-Dec-18,2663.51,2696.15,2621.53,2695.95,2695.95,5180430000
7-Dec-18,2691.26,2708.54,2623.14,2633.08,2633.08,4242240000
10-Dec-18,2630.86,2647.51,2583.23,2637.72,2637.72,4162880000
11-Dec-18,2664.44,2674.35,2621.3,2636.78,2636.78,3963440000
12-Dec-18,2658.23,2685.44,2650.26,2651.07,2651.07,4029300000
13-Dec-18,2658.7,2670.19,2637.27,2650.54,2650.54,3978340000
14-Dec-18,2629.68,2635.07,2593.84,2599.95,2599.95,4064370000
17-Dec-18,2590.75,2601.13,2530.54,2545.94,2545.94,4661420000
18-Dec-18,2559.9,2573.99,2528.71,2546.16,2546.16,4519190000
19-Dec-18,2547.05,2585.29,2488.96,2506.96,2506.96,5152830000
20-Dec-18,2496.77,2509.63,2441.18,2467.42,2467.42,5619780000
21-Dec-18,2465.38,2504.41,2408.55,2416.62,2416.62,7657890000
24-Dec-18,2400.56,2410.34,2351.1,2351.1,2351.1,2613670000
26-Dec-18,2363.12,2467.76,2346.58,2467.7,2467.7,4249740000
27-Dec-18,2442.5,2489.1,2397.94,2488.83,2488.83,4139010000
28-Dec-18,2498.77,2520.27,2472.89,2485.74,2485.74,3728440000
31-Dec-18,2498.94,2509.24,2482.82,2506.85,2506.85,3461920000
2-Jan-19,2476.96,2519.49,2467.47,2510.03,2510.03,3733160000
3-Jan-19,2491.92,2493.14,2443.96,2447.89,2447.89,3858830000
4-Jan-19,2474.33,2538.07,2474.33,2531.94,2531.94,4234140000
7-Jan-19,2535.61,2566.16,2524.56,2549.69,2549.69,4133120000
8-Jan-19,2568.11,2579.82,2547.56,2574.41,2574.41,4120060000
9-Jan-19,2580,2595.32,2568.89,2584.96,2584.96,4088740000
10-Jan-19,2573.51,2597.82,2562.02,2596.64,2596.64,3721300000
11-Jan-19,2588.11,2596.27,2577.4,2596.26,2596.26,3447460000
14-Jan-19,2580.31,2589.32,2570.41,2582.61,2582.61,3689370000
15-Jan-19,2585.1,2613.08,2585.1,2610.3,2610.3,3601180000
16-Jan-19,2614.75,2625.76,2612.68,2616.1,2616.1,3882180000
17-Jan-19,2609.28,2645.06,2606.36,2635.96,2635.96,3802410000
18-Jan-19,2651.27,2675.47,2647.58,2670.71,2670.71,4009010000
22-Jan-19,2657.88,2657.88,2617.27,2632.9,2632.9,3923950000
23-Jan-19,2643.48,2653.19,2612.86,2638.7,2638.7,3358770000
24-Jan-19,2638.84,2647.2,2627.01,2642.33,2642.33,3449230000
25-Jan-19,2657.44,2672.38,2657.33,2664.76,2664.76,3821000000
28-Jan-19,2644.97,2644.97,2624.06,2643.85,2643.85,3630820000
29-Jan-19,2644.89,2650.93,2631.05,2640,2640,3518070000
30-Jan-19,2653.62,2690.44,2648.34,2681.05,2681.05,3883270000
31-Jan-19,2685.49,2708.95,2678.65,2704.1,2704.1,4953800000
1-Feb-19,2702.32,2716.66,2696.88,2706.53,2706.53,3782490000
4-Feb-19,2706.49,2724.99,2698.75,2724.87,2724.87,3369450000
5-Feb-19,2728.34,2738.98,2724.03,2737.7,2737.7,3597620000
6-Feb-19,2735.05,2738.08,2724.15,2731.61,2731.61,3486590000
7-Feb-19,2717.53,2719.32,2687.26,2706.05,2706.05,4114040000
8-Feb-19,2692.36,2708.07,2681.83,2707.88,2707.88,3649510000
11-Feb-19,2712.4,2718.05,2703.79,2709.8,2709.8,3395330000
12-Feb-19,2722.61,2748.19,2722.61,2744.73,2744.73,3843020000
13-Feb-19,2750.3,2761.85,2748.63,2753.03,2753.03,3684910000
14-Feb-19,2743.5,2757.9,2731.23,2745.73,2745.73,3845390000
15-Feb-19,2760.24,2775.66,2760.24,2775.6,2775.6,3648680000
19-Feb-19,2769.28,2787.33,2767.29,2779.76,2779.76,3535270000
20-Feb-19,2779.05,2789.88,2774.06,2784.7,2784.7,3904830000
21-Feb-19,2780.24,2781.58,2764.55,2774.88,2774.88,3598260000
22-Feb-19,2780.67,2794.2,2779.11,2792.67,2792.67,3429350000
25-Feb-19,2804.35,2813.49,2794.99,2796.11,2796.11,3860260000
26-Feb-19,2792.36,2803.12,2789.47,2793.9,2793.9,3676200000
27-Feb-19,2787.5,2795.76,2775.13,2792.38,2792.38,3771790000
28-Feb-19,2788.11,2793.73,2782.51,2784.49,2784.49,4445780000
1-Mar-19,2798.22,2808.02,2787.38,2803.69,2803.69,3994950000
4-Mar-19,2814.37,2816.88,2767.66,2792.81,2792.81,3949730000
5-Mar-19,2794.41,2796.44,2782.97,2789.65,2789.65,3631380000
6-Mar-19,2790.27,2790.27,2768.69,2771.45,2771.45,3800180000
7-Mar-19,2766.53,2767.25,2739.09,2748.93,2748.93,3932150000
8-Mar-19,2730.79,2744.13,2722.27,2743.07,2743.07,3424300000
11-Mar-19,2747.61,2784,2747.61,2783.3,2783.3,3764850000
12-Mar-19,2787.34,2798.32,2786.73,2791.52,2791.52,3432340000
13-Mar-19,2799.78,2821.24,2799.78,2810.92,2810.92,3782250000
14-Mar-19,2810.38,2815,2803.46,2808.48,2808.48,3505670000
15-Mar-19,2810.79,2830.73,2810.79,2822.48,2822.48,5969780000
18-Mar-19,2822.61,2835.41,2821.99,2832.94,2832.94,3620770000
19-Mar-19,2840.76,2852.42,2823.27,2832.57,2832.57,3650740000
20-Mar-19,2831.34,2843.54,2812.43,2824.23,2824.23,3779160000
21-Mar-19,2819.72,2860.31,2817.38,2854.88,2854.88,3612620000
22-Mar-19,2844.52,2846.16,2800.47,2800.71,2800.71,4253730000
25-Mar-19,2796.01,2809.79,2785.02,2798.36,2798.36,3406110000
26-Mar-19,2812.66,2829.87,2803.99,2818.46,2818.46,3288570000
27-Mar-19,2819.72,2825.56,2787.72,2805.37,2805.37,3422400000
28-Mar-19,2809.4,2819.71,2798.77,2815.44,2815.44,3185460000
29-Mar-19,2828.27,2836.03,2819.23,2834.4,2834.4,3752520000
1-Apr-19,2848.63,2869.4,2848.63,2867.19,2867.19,3560090000
2-Apr-19,2868.24,2872.9,2858.75,2867.24,2867.24,3267210000
3-Apr-19,2876.09,2885.25,2865.17,2873.4,2873.4,3570000000
4-Apr-19,2873.99,2881.28,2867.14,2879.39,2879.39,3038740000
5-Apr-19,2884.16,2893.24,2882.99,2892.74,2892.74,3155970000
8-Apr-19,2888.46,2895.95,2880.78,2895.77,2895.77,3056460000
9-Apr-19,2886.58,2886.88,2873.33,2878.2,2878.2,3032480000
10-Apr-19,2881.37,2889.71,2879.13,2888.21,2888.21,3092230000
11-Apr-19,2891.92,2893.42,2881.99,2888.32,2888.32,2970650000
12-Apr-19,2900.86,2910.54,2898.37,2907.41,2907.41,3726050000
15-Apr-19,2908.32,2909.6,2896.48,2905.58,2905.58,3114530000
16-Apr-19,2912.26,2916.06,2900.71,2907.06,2907.06,3403120000
17-Apr-19,2916.04,2918,2895.45,2900.45,2900.45,3648100000
18-Apr-19,2904.81,2908.4,2891.9,2905.03,2905.03,3507100000
22-Apr-19,2898.78,2909.51,2896.35,2907.97,2907.97,3010130000
23-Apr-19,2909.99,2936.31,2908.53,2933.68,2933.68,3674480000
24-Apr-19,2934,2936.83,2926.05,2927.25,2927.25,3468480000
25-Apr-19,2928.99,2933.1,2912.84,2926.17,2926.17,3440010000
26-Apr-19,2925.81,2939.88,2917.56,2939.88,2939.88,3264390000
29-Apr-19,2940.58,2949.52,2939.35,2943.03,2943.03,3150390000
30-Apr-19,2937.14,2948.22,2924.11,2945.83,2945.83,3939760000
1-May-19,2952.33,2954.13,2923.36,2923.73,2923.73,3669330000
2-May-19,2922.16,2931.68,2900.5,2917.52,2917.52,3802290000
3-May-19,2929.21,2947.85,2929.21,2945.64,2945.64,3357180000
6-May-19,2908.89,2937.32,2898.21,2932.47,2932.47,3203260000
7-May-19,2913.03,2913.03,2862.6,2884.05,2884.05,3793060000
8-May-19,2879.61,2897.96,2873.28,2879.42,2879.42,3543110000
9-May-19,2859.84,2875.97,2836.4,2870.72,2870.72,3659050000
10-May-19,2863.1,2891.31,2825.39,2881.4,2881.4,3566780000
13-May-19,2840.19,2840.19,2801.43,2811.87,2811.87,3900270000
14-May-19,2820.12,2852.54,2820.12,2834.41,2834.41,3354860000
15-May-19,2820.38,2858.68,2815.08,2850.96,2850.96,3140900000
16-May-19,2855.8,2892.15,2855.8,2876.32,2876.32,3338470000
17-May-19,2858.6,2885.48,2854.23,2859.53,2859.53,3316040000
20-May-19,2841.94,2853.86,2831.29,2840.23,2840.23,3293750000
21-May-19,2854.02,2868.88,2854.02,2864.36,2864.36,3223050000
22-May-19,2856.06,2865.47,2851.11,2856.27,2856.27,3194000000
23-May-19,2836.7,2836.7,2805.49,2822.24,2822.24,3899320000
24-May-19,2832.41,2841.36,2820.19,2826.06,2826.06,2889230000
28-May-19,2830.03,2840.51,2801.58,2802.39,2802.39,4146980000
29-May-19,2790.25,2792.03,2766.06,2783.02,2783.02,3701110000
30-May-19,2786.94,2799,2776.74,2788.86,2788.86,3276030000
31-May-19,2766.15,2768.98,2750.52,2752.06,2752.06,3982670000
